,country,description,designation,points,price,province,region_1,region_2,variety,winery
10945,Italy,"Rose, aromatic herb, red berry and French oak notes lead the nose on this elegantly structured wine. Linear and taut, the palate offers red cherry, vanilla and a hint of exotic spice, with firm, fine-grained tannins and zesty acidity. Drink 2020–2030.",,90,25.0,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Le Bèrne
10946,US,"Pinot-phile Brian Loring lends his deeply extracted style to this Rhône grape, delivering concentrated blueberry, black plum, dark chocolate and mint aromas. The palate is hearty, with mint chocolate chip ice cream, eucalyptus, fennel and ripe black cherry flavors.",Russell Family Vineyard,90,45.0,California,Paso Robles,Central Coast,Mourvèdre,Loring Wine Company
10947,US,"Just a single barrel of this designate was bottled—too bad, as it's a tasty wine with bold fruit flavors of cranberry and cherry. Baking spices and a streak of cola come through also, and this should drink nicely into the mid-2020s.",Temperance Hill Vineyard,90,52.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,love & squalor
10948,US,"Here's another super value from this under-the-radar producer. It's viscous and mouth filling, with lush pear and apple fruit. The concentration and fruit purity is exceptional.",,90,12.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lujon
10949,US,"Earthy cherry and cardamom seize the palate at first, before a tang of pomegranate and cranberry sneaks in to provide freshness and minerality. Tannic in its youth, this medium-bodied red also offers a minty note of black tea.",Hellenthal Vineyard,90,56.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,MacRostie
10950,US,"Light apple and floral aromas lead to rich flavors like apple, honey and grapefruit and a definite sweetness. This wine is fresh and easy to enjoy.",,84,8.0,California,California,California Other,Moscato,Twisted
10951,France,"Made from Syrah, this pink-colored rosé is ripe and full. Full-on strawberry flavors have a bitter edge as well as acidity. It needs to be drunk now.",Ysé,84,12.0,Southwest France,Côtes de Gascogne,,Rosé,Domaine d'Arton
10952,US,"Somewhat disjointed, this watery effort hints at berry flavors, with a bit of road tar and cola.",,84,20.0,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,Henry Estate
10953,Argentina,"Scratchy raspberry aromas are jammy but also green, with a strange hint of perfume. This feels chunky and rubbery, with stretchy, elastic tannins. Flavors of baked berry fruits, prune and herbs finish hot.",Valle Las Acequias Finca Don Angelino Single Vineyard,84,17.0,Mendoza Province,Mendoza,,Malbec,Luis Segundo Correas
10954,US,"Concentrated and intense, this wine has a mix of sour lemon and potatoes going on aromatically. It is medium to full bodied, rather than crisp and light.",,84,24.0,California,Los Carneros,Napa-Sonoma,Pinot Gris,Merisi
10955,US,This wine is somewhat diluted and one-dimensional. It makes a straightforward attempt at bringing a richness of apple and anise to the fore around neutral oak dynamics before finishing ripe and full.,,84,18.0,California,Russian River Valley,Sonoma,Chardonnay,Mossback
10956,Spain,"Stalky aromas of corn, apple and white flowers lack focus. This feels blocky, while salty flavors of cured ham blend with leesy flavors of papaya and peach. A moderate basic finish is par for the course.",,84,11.0,Central Spain,Vino de la Tierra de Castilla,,White Blend,Paso a Paso
10957,US,"Baked bread and brown sugar make this a comforting wine in some sense. Similarly, the fruit follows a baked quality that makes it taste bigger than it is. Meanwhile, herbal leanings betray the wine's low level of alcohol.",Otton Vineyards,84,64.0,California,Carneros,Napa-Sonoma,Pinot Noir,Ramspur
10958,Portugal,"With some earthy, rustic flavors the wine seems to have missed out on some of its fruit. It is more about structure and firm tannins with only hints of juicy fruit behind.",Monta da Baía,84,12.0,Península de Setúbal,,,Portuguese Red,Wines & Winemakers
10959,Portugal,"The wine is soft, lightly textured and perfumed. It has yellow fruits and ripe pear flavors along with a touch of ginger and spice. The wine is ready to drink.",Marquês de Marialva Colheita Seleccionada,84,11.0,Bairrada,,,Portuguese White,Adega de Cantanhede
10960,Argentina,"Big, raisiny and obtuse up front, this fully extracted Malbec is heavy on the palate, with raisin, prune and cassis flavors that show interior notes of green herbs. This tastes minty, herbal and hot on the finish, with barely any freshness.",Lote 44,84,12.0,Mendoza Province,Mendoza,,Malbec,Bodega Cuarto Dominio
10961,France,"Less tangy than some Loire Sauvignon Blanc, this easy, soft wine has attractive acidity and a balanced, steely texture. It's crisp, with some herbaceousness over grapefruit flavors. Drink now.",,84,14.0,Loire Valley,Val de Loire,,Sauvignon Blanc,Bernier
10962,Spain,"A gaseous smelling nose and a chunky palate are not motivational, while flavors of banana and melon aren't much better. Overall, this is a basic Verdejo that's starting to fade.",Peramor,84,12.0,Northern Spain,Rueda,,Verdejo,Bodegas Copaboca
10963,Portugal,"Made to be drunk young, this is a fruity red berry flavored wine. It has a bright crisp edge to its fruit as well as light tannins and acidity. It is quite ready to drink.",Vinea Tinto,84,7.0,Alentejano,,,Portuguese Red,Cartuxa
10964,Portugal,"The wine is soft, light and stalky. It is made to be drunk young with its fresh red berry fruits, acidity and only a minimum of tannins. Drink now.",Galileu Tinto,84,9.0,Tejo,,,Portuguese Red,Casal do Conde
10965,Italy,"Aromas of scorched earth, game, burned rubber and a funky whiff of barnyard waft out of the glass and carry over to the dense palate along with raisin, fig, licorice and a gamy note. It's rustic and extremely evolved with an abrupt, bitter finish.",Vigna Campo del Gatto,84,30.0,Piedmont,Barbera d'Alba,,Barbera,Costa di Bussia
10966,Spain,"Offering a flat opening with no kick, it is akin to sniffing apple juice. This is plump and wan in feel, with melon and banana flavors, while a soft, no-edge finish doesn't leave much of a lasting impression.",,84,13.0,Northern Spain,Rueda,,Verdejo,Egeo
10967,Argentina,"Grassy, herbal aromas rest on top of basic red-fruit notes. This feels choppy and hollow, with flavors of buttery oak, chemical and red currant. The raw hot finish doesn't have a lot of body or padding.",Valle Las Acequias,84,13.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Luis Segundo Correas
10968,US,"This wine, aged in stainless steel barrels, offers muted berry fruit, somewhat masked by aromas of rubber tire and plastic. The finish is short and slightly bitter.",Dion Vineyard,84,26.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Oak Knoll
10969,Argentina,"Earthy stalky leathery aromas suggest modest ripeness. This feels medium in weight, while short salty flavors of plum and raspberry are herbal and arguably a touch weedy. This feels a little hot on the finish.",,84,14.0,Mendoza Province,Mendoza,,Malbec,Septima
10970,Argentina,"Rustic tomato and cherry aromas make for a scratchy opening. This is wiry and grating in feel, with sour plum and red-currant flavors. A fresh but scratchy and herbal tasting finish isn't exactly friendly.",Cuma Made With Organic Grapes,83,13.0,Other,Cafayate,,Malbec,Michel Torino
10971,Spain,"Melon and cidery aromas are distant. This feels low on acidity, while pear, papaya and briny flavors taste bitter on the back end of the palate. A briny, pickled note marks the finish.",Special Selection,83,15.0,Central Spain,Vino de la Tierra de Castilla,,Sauvignon Blanc,Pablo Claro
10972,Spain,"Nothing on the bottle says this is oaked, but this Albariño smells like burnt plywood and sawdust. It's chunky and fat on the palate, with woody melony flavors that finish salty and dried out.",,83,20.0,Galicia,Rías Baixas,,Albariño,Abadía de Tortoreos
10973,Portugal,"Almost bubbly with a lively mousse, this is a tangy citrus and apple flavored wine that is unfortunately unbalanced with an artificial sweetness at the end.",,83,10.0,Vinho Verde,,,Portuguese White,Campelo
10974,Portugal,This is an earthy wine with barnyard flavors. It does have some blackberry fruitiness under its more rustic character. The aftertaste has acidity and a bitter edge.,Terraços do Tejo,83,,Tejo,,,Portuguese Red,Casal da Coelheira
10975,Spain,"Mature mealy apricot aromas lead to a spent palate with unfocused cidery flavors that taste old and demanding. This finishes heavy, pulpy and without much point or pleasure. Albariño is meant to be fresh and friendly, but this is neither.",,83,20.0,Galicia,Rías Baixas,,Albariño,Fillaboa
10976,Spain,"Leesy aromas of tropical fruits feed into a flat palate. Leesy but bland peach and melon flavors lack conviction and finish sketchy, with nothing in particular standing out. This is the definition of a marginal Cava.",Reserva Selection Brut,83,15.0,Catalonia,Cava,,Sparkling Blend,Mont Paral
10977,US,"A generous body and oak stand out most in this wine, which leans sour in tannin and bittersweet chocolate more than fruit. A forest-floor component keeps it savory, with a taste of yeasty bread.",The Ringneck,83,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Armanino Family Cellars
10978,Argentina,"Resiny oak sticks out, while the palate is grabby and sticky in feel. This tastes like lemony pushcart hotdogs and the briny water they sit in, followed by a woody, low-fruit finish.",,83,14.0,Mendoza Province,Mendoza,,Chardonnay,Bodega Zafado
10979,US,"Tannic and earthy, this is dominated by the scents and flavors of dried mushrooms. There are hints of fruit leather, and not much else.",Estate Grown,83,28.0,Oregon,Rogue Valley,Southern Oregon,Cabernet Sauvignon,Del Rio
10980,France,"The fruit here is pure, fresh with the merest hints of its future richness. The green fruits, citrus and acidity are prominent, with a hint of toast and a finishing line of minerality. It needs to age, so drink from 2017.",Les Vaupulans Fourchaume Premier Cru,93,38.0,Burgundy,Chablis,,Chardonnay,Domaine Vrignaud
10981,Italy,"Fragrances of moist earth, blue flowers, black plum and spice lead the nose of this structured wine. The palate delivers juicy red cherry, crushed raspberry, espresso, mocha, white pepper, grilled herb and anise alongside assertive but fine-grained tannins and fresh acidity. Hold for additional complexity; drink 2016–2022.",Gran Selezione,93,60.0,Tuscany,Chianti Classico,,Red Blend,Mazzei
10982,Italy,"Aromas of blue flower, spiced plum, ripe berry and leather take shape in the glass. The delicious palate delivers layers of crushed black cherry, licorice, clove and grilled herb alongside polished tannins and fresh acidity. It's both structured and elegant. Drink through 2020.",Riserva,93,50.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Boscarelli
